country,country_code_2_digit,country_code_3_digit,reported_date,population,hospital_occupancy_count,ICU_occupancy_count,source
United Kingdom,UK,GBR,2020-08-24,66647112,818.0,,Country_Website
Austria,AT,AUT,2020-08-23,8858775,116.0,23.0,Country_Website
Belgium,BE,BEL,2020-08-23,11455519,312.0,87.0,Country_Website
Bulgaria,BG,BGR,2020-08-23,7000039,743.0,74.0,External_Github
Croatia,HR,HRV,2020-08-23,4076246,155.0,,Country_Website
Czechia,CZ,CZE,2020-08-23,10649800,123.0,24.0,Country_Website
Denmark,DK,DNK,2020-08-23,5806081,19.0,2.0,Country_Website
Estonia,EE,EST,2020-08-23,1324820,12.0,0.0,Country_API
France,FR,FRA,2020-08-23,67012883,4683.0,371.0,Country_Website
Hungary,HU,HUN,2020-08-23,9772756,59.0,7.0,JRC
Iceland,IS,ISL,2020-08-23,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-23,4904240,21.0,6.0,Country_Website
Italy,IT,ITA,2020-08-23,60359546,1040.0,69.0,Country_Github
Latvia,LV,LVA,2020-08-23,1919968,4.0,,Country_Website
Luxembourg,LU,LUX,2020-08-23,613894,31.0,1.0,Country_Website
Netherlands,NL,NLD,2020-08-23,17282163,,50.0,Other Website
Poland,PL,POL,2020-08-23,37972812,2195.0,,Country_Website
Portugal,PT,PRT,2020-08-23,10276617,317.0,47.0,Country_Website
Romania,RO,ROU,2020-08-23,19414458,,480.0,Country_Website
Slovakia,SK,SVK,2020-08-23,5450421,61.0,,JRC
Slovenia,SI,SVN,2020-08-23,2080908,17.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-08-23,66647112,812.0,,Country_Website
Austria,AT,AUT,2020-08-22,8858775,116.0,22.0,Country_Website
Belgium,BE,BEL,2020-08-22,11455519,310.0,85.0,Country_Website
Bulgaria,BG,BGR,2020-08-22,7000039,734.0,73.0,External_Github
Croatia,HR,HRV,2020-08-22,4076246,143.0,,Country_Website
Czechia,CZ,CZE,2020-08-22,10649800,119.0,26.0,Country_Website
Denmark,DK,DNK,2020-08-22,5806081,22.0,1.0,Country_Website
Estonia,EE,EST,2020-08-22,1324820,9.0,0.0,Country_API
France,FR,FRA,2020-08-22,67012883,4685.0,368.0,Country_Website
Hungary,HU,HUN,2020-08-22,9772756,60.0,7.0,JRC
Iceland,IS,ISL,2020-08-22,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-22,4904240,20.0,6.0,Country_Website
Italy,IT,ITA,2020-08-22,60359546,988.0,64.0,Country_Github
Latvia,LV,LVA,2020-08-22,1919968,3.0,,Country_Website
Luxembourg,LU,LUX,2020-08-22,613894,32.0,1.0,Country_Website
Netherlands,NL,NLD,2020-08-22,17282163,,47.0,Other Website
Poland,PL,POL,2020-08-22,37972812,2189.0,,Country_Website
Portugal,PT,PRT,2020-08-22,10276617,316.0,42.0,Country_Website
Romania,RO,ROU,2020-08-22,19414458,,504.0,Country_Website
Slovenia,SI,SVN,2020-08-22,2080908,18.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-08-22,66647112,885.0,,Country_Website
Austria,AT,AUT,2020-08-21,8858775,112.0,22.0,Country_Website
Belgium,BE,BEL,2020-08-21,11455519,314.0,84.0,Country_Website
Bulgaria,BG,BGR,2020-08-21,7000039,766.0,63.0,External_Github
Croatia,HR,HRV,2020-08-21,4076246,135.0,,Country_Website
Czechia,CZ,CZE,2020-08-21,10649800,119.0,23.0,Country_Website
Denmark,DK,DNK,2020-08-21,5806081,22.0,1.0,Country_Website
Estonia,EE,EST,2020-08-21,1324820,11.0,0.0,Country_API
Finland,FI,FIN,2020-08-21,5517919,11.0,0.0,External_Github
France,FR,FRA,2020-08-21,67012883,4720.0,367.0,Country_Website
Hungary,HU,HUN,2020-08-21,9772756,58.0,6.0,JRC
Iceland,IS,ISL,2020-08-21,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-21,4904240,18.0,6.0,Country_Website
Italy,IT,ITA,2020-08-21,60359546,988.0,69.0,Country_Github
Latvia,LV,LVA,2020-08-21,1919968,3.0,,Country_Website
Luxembourg,LU,LUX,2020-08-21,613894,27.0,1.0,Country_Website
Netherlands,NL,NLD,2020-08-21,17282163,,51.0,Other Website
Norway,NO,NOR,2020-08-21,5328212,13.0,,Country_API
Poland,PL,POL,2020-08-21,37972812,2151.0,,Country_Website
Portugal,PT,PRT,2020-08-21,10276617,321.0,41.0,Country_Website
Romania,RO,ROU,2020-08-21,19414458,,497.0,Country_Website
Slovakia,SK,SVK,2020-08-21,5450421,60.0,,JRC
Slovenia,SI,SVN,2020-08-21,2080908,18.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-08-21,66647112,832.0,,Country_Website
Austria,AT,AUT,2020-08-20,8858775,116.0,21.0,Country_Website
Belgium,BE,BEL,2020-08-20,11455519,303.0,82.0,Country_Website
Bulgaria,BG,BGR,2020-08-20,7000039,752.0,60.0,External_Github
Croatia,HR,HRV,2020-08-20,4076246,127.0,,Country_Website
Czechia,CZ,CZE,2020-08-20,10649800,117.0,24.0,Country_Website
Denmark,DK,DNK,2020-08-20,5806081,20.0,1.0,Country_Website
Estonia,EE,EST,2020-08-20,1324820,10.0,0.0,Country_API
France,FR,FRA,2020-08-20,67012883,4723.0,368.0,Country_Website
Hungary,HU,HUN,2020-08-20,9772756,57.0,7.0,JRC
Iceland,IS,ISL,2020-08-20,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-20,4904240,16.0,6.0,Country_Website
Italy,IT,ITA,2020-08-20,60359546,951.0,68.0,Country_Github
Latvia,LV,LVA,2020-08-20,1919968,2.0,,Country_Website
Luxembourg,LU,LUX,2020-08-20,613894,40.0,3.0,Country_Website
Netherlands,NL,NLD,2020-08-20,17282163,,47.0,Other Website
Norway,NO,NOR,2020-08-20,5328212,10.0,,Country_API
Poland,PL,POL,2020-08-20,37972812,2110.0,,Country_Website
Portugal,PT,PRT,2020-08-20,10276617,334.0,39.0,Country_Website
Romania,RO,ROU,2020-08-20,19414458,,489.0,Country_Website
Slovakia,SK,SVK,2020-08-20,5450421,59.0,,JRC
Slovenia,SI,SVN,2020-08-20,2080908,17.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-08-20,66647112,866.0,,Country_Website
Austria,AT,AUT,2020-08-19,8858775,121.0,20.0,Country_Website
Belgium,BE,BEL,2020-08-19,11455519,334.0,83.0,Country_Website
Bulgaria,BG,BGR,2020-08-19,7000039,782.0,61.0,External_Github
Croatia,HR,HRV,2020-08-19,4076246,122.0,,Country_Website
Czechia,CZ,CZE,2020-08-19,10649800,110.0,25.0,Country_Website
Denmark,DK,DNK,2020-08-19,5806081,16.0,1.0,Country_Website
Estonia,EE,EST,2020-08-19,1324820,10.0,1.0,Country_API
Finland,FI,FIN,2020-08-19,5517919,8.0,0.0,External_Github
France,FR,FRA,2020-08-19,67012883,4781.0,362.0,Country_Website
Hungary,HU,HUN,2020-08-19,9772756,57.0,7.0,JRC
Iceland,IS,ISL,2020-08-19,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-19,4904240,17.0,6.0,Country_Website
Italy,IT,ITA,2020-08-19,60359546,932.0,66.0,Country_Github
Latvia,LV,LVA,2020-08-19,1919968,4.0,,Country_Website
Luxembourg,LU,LUX,2020-08-19,613894,34.0,3.0,Country_Website
Netherlands,NL,NLD,2020-08-19,17282163,,46.0,Other Website
Norway,NO,NOR,2020-08-19,5328212,11.0,,Country_API
Poland,PL,POL,2020-08-19,37972812,2097.0,,Country_Website
Portugal,PT,PRT,2020-08-19,10276617,329.0,35.0,Country_Website
Romania,RO,ROU,2020-08-19,19414458,,480.0,Country_Website
Slovakia,SK,SVK,2020-08-19,5450421,64.0,,JRC
Slovenia,SI,SVN,2020-08-19,2080908,17.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-19,66647112,868.0,,Country_Website
Austria,AT,AUT,2020-08-18,8858775,116.0,19.0,Country_Website
Belgium,BE,BEL,2020-08-18,11455519,335.0,89.0,Country_Website
Bulgaria,BG,BGR,2020-08-18,7000039,768.0,56.0,External_Github
Croatia,HR,HRV,2020-08-18,4076246,120.0,,Country_Website
Czechia,CZ,CZE,2020-08-18,10649800,106.0,27.0,Country_Website
Denmark,DK,DNK,2020-08-18,5806081,18.0,1.0,Country_Website
Estonia,EE,EST,2020-08-18,1324820,7.0,1.0,Country_API
France,FR,FRA,2020-08-18,67012883,4783.0,357.0,Country_Website
Hungary,HU,HUN,2020-08-18,9772756,60.0,6.0,JRC
Iceland,IS,ISL,2020-08-18,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-18,4904240,22.0,7.0,Country_Website
Italy,IT,ITA,2020-08-18,60359546,901.0,58.0,Country_Github
Latvia,LV,LVA,2020-08-18,1919968,5.0,,Country_Website
Luxembourg,LU,LUX,2020-08-18,613894,33.0,3.0,Country_Website
Netherlands,NL,NLD,2020-08-18,17282163,,47.0,Other Website
Norway,NO,NOR,2020-08-18,5328212,12.0,,Country_API
Poland,PL,POL,2020-08-18,37972812,2057.0,,Country_Website
Portugal,PT,PRT,2020-08-18,10276617,336.0,38.0,Country_Website
Romania,RO,ROU,2020-08-18,19414458,,479.0,Country_Website
Slovakia,SK,SVK,2020-08-18,5450421,71.0,,JRC
Slovenia,SI,SVN,2020-08-18,2080908,16.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-18,66647112,892.0,,Country_Website
Austria,AT,AUT,2020-08-17,8858775,114.0,23.0,Country_Website
Belgium,BE,BEL,2020-08-17,11455519,341.0,91.0,Country_Website
Bulgaria,BG,BGR,2020-08-17,7000039,807.0,56.0,External_Github
Croatia,HR,HRV,2020-08-17,4076246,126.0,,Country_Website
Czechia,CZ,CZE,2020-08-17,10649800,115.0,28.0,Country_Website
Denmark,DK,DNK,2020-08-17,5806081,16.0,1.0,Country_Website
Estonia,EE,EST,2020-08-17,1324820,7.0,1.0,Country_API
Finland,FI,FIN,2020-08-17,5517919,5.0,0.0,External_Github
France,FR,FRA,2020-08-17,67012883,4885.0,361.0,Country_Website
Hungary,HU,HUN,2020-08-17,9772756,62.0,6.0,JRC
Iceland,IS,ISL,2020-08-17,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-17,4904240,21.0,8.0,Country_Website
Italy,IT,ITA,2020-08-17,60359546,868.0,58.0,Country_Github
Latvia,LV,LVA,2020-08-17,1919968,5.0,,Country_Website
Luxembourg,LU,LUX,2020-08-17,613894,32.0,4.0,Country_Website
Netherlands,NL,NLD,2020-08-17,17282163,,52.0,Other Website
Norway,NO,NOR,2020-08-17,5328212,14.0,,Country_API
Poland,PL,POL,2020-08-17,37972812,2040.0,,Country_Website
Portugal,PT,PRT,2020-08-17,10276617,336.0,39.0,Country_Website
Romania,RO,ROU,2020-08-17,19414458,,497.0,Country_Website
Slovakia,SK,SVK,2020-08-17,5450421,53.0,,JRC
Slovenia,SI,SVN,2020-08-17,2080908,19.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-17,66647112,919.0,,Country_Website
Austria,AT,AUT,2020-08-16,8858775,84.0,19.0,Country_Website
Belgium,BE,BEL,2020-08-16,11455519,337.0,86.0,Country_Website
Bulgaria,BG,BGR,2020-08-16,7000039,811.0,55.0,External_Github
Croatia,HR,HRV,2020-08-16,4076246,126.0,,Country_Website
Czechia,CZ,CZE,2020-08-16,10649800,103.0,26.0,Country_Website
Denmark,DK,DNK,2020-08-16,5806081,12.0,0.0,Country_Website
Estonia,EE,EST,2020-08-16,1324820,6.0,1.0,Country_API
France,FR,FRA,2020-08-16,67012883,4820.0,353.0,Country_Website
Hungary,HU,HUN,2020-08-16,9772756,62.0,6.0,JRC
Ireland,IE,IRL,2020-08-16,4904240,16.0,8.0,Country_Website
Italy,IT,ITA,2020-08-16,60359546,843.0,56.0,Country_Github
Latvia,LV,LVA,2020-08-16,1919968,4.0,,Surveillance
Luxembourg,LU,LUX,2020-08-16,613894,37.0,3.0,Country_Website
Netherlands,NL,NLD,2020-08-16,17282163,,43.0,Other Website
Poland,PL,POL,2020-08-16,37972812,2035.0,,Country_Website
Portugal,PT,PRT,2020-08-16,10276617,325.0,39.0,Country_Website
Romania,RO,ROU,2020-08-16,19414458,,479.0,Country_Website
Slovakia,SK,SVK,2020-08-16,5450421,53.0,,JRC
Slovenia,SI,SVN,2020-08-16,2080908,17.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-16,66647112,916.0,,Country_Website
Austria,AT,AUT,2020-08-15,8858775,104.0,21.0,Country_Website
Belgium,BE,BEL,2020-08-15,11455519,309.0,82.0,Country_Website
Bulgaria,BG,BGR,2020-08-15,7000039,811.0,58.0,External_Github
Croatia,HR,HRV,2020-08-15,4076246,118.0,,Country_Website
Czechia,CZ,CZE,2020-08-15,10649800,104.0,27.0,Country_Website
Denmark,DK,DNK,2020-08-15,5806081,14.0,0.0,Country_Website
Estonia,EE,EST,2020-08-15,1324820,7.0,1.0,Country_API
France,FR,FRA,2020-08-15,67012883,4817.0,353.0,Country_Website
Hungary,HU,HUN,2020-08-15,9772756,63.0,6.0,JRC
Ireland,IE,IRL,2020-08-15,4904240,15.0,8.0,Country_Website
Italy,IT,ITA,2020-08-15,60359546,819.0,55.0,Country_Github
Latvia,LV,LVA,2020-08-15,1919968,4.0,,Surveillance
Luxembourg,LU,LUX,2020-08-15,613894,32.0,3.0,Country_Website
Netherlands,NL,NLD,2020-08-15,17282163,,42.0,Other Website
Poland,PL,POL,2020-08-15,37972812,2028.0,,Country_Website
Portugal,PT,PRT,2020-08-15,10276617,320.0,37.0,Country_Website
Slovakia,SK,SVK,2020-08-15,5450421,50.0,,JRC
Slovenia,SI,SVN,2020-08-15,2080908,16.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-15,66647112,911.0,,Country_Website
Austria,AT,AUT,2020-08-14,8858775,110.0,19.0,Country_Website
Belgium,BE,BEL,2020-08-14,11455519,312.0,80.0,Country_Website
Bulgaria,BG,BGR,2020-08-14,7000039,824.0,63.0,External_Github
Croatia,HR,HRV,2020-08-14,4076246,106.0,,Country_Website
Czechia,CZ,CZE,2020-08-14,10649800,113.0,25.0,Country_Website
Denmark,DK,DNK,2020-08-14,5806081,14.0,1.0,Country_Website
Estonia,EE,EST,2020-08-14,1324820,8.0,1.0,Country_API
Finland,FI,FIN,2020-08-14,5517919,6.0,0.0,External_Github
France,FR,FRA,2020-08-14,67012883,4788.0,344.0,Country_Website
Hungary,HU,HUN,2020-08-14,9772756,64.0,6.0,JRC
Iceland,IS,ISL,2020-08-14,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-14,4904240,11.0,8.0,Country_Website
Italy,IT,ITA,2020-08-14,60359546,827.0,56.0,Country_Github
Latvia,LV,LVA,2020-08-14,1919968,3.0,,Surveillance
Luxembourg,LU,LUX,2020-08-14,613894,44.0,4.0,Country_Website
Netherlands,NL,NLD,2020-08-14,17282163,,44.0,Other Website
Norway,NO,NOR,2020-08-14,5328212,8.0,,Country_API
Poland,PL,POL,2020-08-14,37972812,2040.0,,Country_Website
Portugal,PT,PRT,2020-08-14,10276617,348.0,41.0,Country_Website
Romania,RO,ROU,2020-08-14,19414458,,473.0,Country_Website
Slovakia,SK,SVK,2020-08-14,5450421,51.0,,JRC
Slovenia,SI,SVN,2020-08-14,2080908,18.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-14,66647112,932.0,,Country_Website
Austria,AT,AUT,2020-08-13,8858775,114.0,22.0,Country_Website
Belgium,BE,BEL,2020-08-13,11455519,309.0,74.0,Country_Website
Bulgaria,BG,BGR,2020-08-13,7000039,834.0,63.0,External_Github
Croatia,HR,HRV,2020-08-13,4076246,115.0,,Country_Website
Czechia,CZ,CZE,2020-08-13,10649800,105.0,24.0,Country_Website
Denmark,DK,DNK,2020-08-13,5806081,13.0,1.0,Country_Website
Estonia,EE,EST,2020-08-13,1324820,8.0,1.0,Country_API
France,FR,FRA,2020-08-13,67012883,4824.0,351.0,Country_Website
Hungary,HU,HUN,2020-08-13,9772756,66.0,5.0,JRC
Iceland,IS,ISL,2020-08-13,356991,1.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-13,4904240,12.0,6.0,Country_Website
Italy,IT,ITA,2020-08-13,60359546,841.0,55.0,Country_Github
Latvia,LV,LVA,2020-08-13,1919968,3.0,,Surveillance
Luxembourg,LU,LUX,2020-08-13,613894,38.0,3.0,Country_Website
Netherlands,NL,NLD,2020-08-13,17282163,,39.0,Other Website
Norway,NO,NOR,2020-08-13,5328212,12.0,,Country_API
Poland,PL,POL,2020-08-13,37972812,2059.0,,Country_Website
Portugal,PT,PRT,2020-08-13,10276617,358.0,39.0,Country_Website
Romania,RO,ROU,2020-08-13,19414458,,478.0,Country_Website
Slovakia,SK,SVK,2020-08-13,5450421,57.0,,JRC
Slovenia,SI,SVN,2020-08-13,2080908,19.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-13,66647112,944.0,,Country_Website
Austria,AT,AUT,2020-08-12,8858775,118.0,25.0,Country_Website
Belgium,BE,BEL,2020-08-12,11455519,301.0,76.0,Country_Website
Bulgaria,BG,BGR,2020-08-12,7000039,861.0,64.0,External_Github
Croatia,HR,HRV,2020-08-12,4076246,117.0,,Country_Website
Czechia,CZ,CZE,2020-08-12,10649800,101.0,22.0,Country_Website
Denmark,DK,DNK,2020-08-12,5806081,16.0,1.0,Country_Website
Estonia,EE,EST,2020-08-12,1324820,8.0,2.0,Country_API
Finland,FI,FIN,2020-08-12,5517919,7.0,1.0,External_Github
France,FR,FRA,2020-08-12,67012883,4850.0,355.0,Country_Website
Hungary,HU,HUN,2020-08-12,9772756,64.0,5.0,JRC
Iceland,IS,ISL,2020-08-12,356991,1.0,1.0,Country_Website
Ireland,IE,IRL,2020-08-12,4904240,13.0,6.0,Country_Website
Italy,IT,ITA,2020-08-12,60359546,832.0,53.0,Country_Github
Latvia,LV,LVA,2020-08-12,1919968,6.0,,Surveillance
Luxembourg,LU,LUX,2020-08-12,613894,38.0,1.0,Country_Website
Netherlands,NL,NLD,2020-08-12,17282163,,42.0,Other Website
Norway,NO,NOR,2020-08-12,5328212,15.0,,Country_API
Poland,PL,POL,2020-08-12,37972812,2021.0,,Country_Website
Portugal,PT,PRT,2020-08-12,10276617,367.0,40.0,Country_Website
Romania,RO,ROU,2020-08-12,19414458,,485.0,Country_Website
Slovakia,SK,SVK,2020-08-12,5450421,58.0,,JRC
Slovenia,SI,SVN,2020-08-12,2080908,23.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-08-12,66647112,937.0,,Country_Website
Austria,AT,AUT,2020-08-11,8858775,119.0,25.0,Country_Website
Belgium,BE,BEL,2020-08-11,11455519,307.0,77.0,Country_Website
Bulgaria,BG,BGR,2020-08-11,7000039,854.0,54.0,External_Github
Croatia,HR,HRV,2020-08-11,4076246,115.0,,Country_Website
Czechia,CZ,CZE,2020-08-11,10649800,110.0,23.0,Country_Website
Denmark,DK,DNK,2020-08-11,5806081,20.0,2.0,Country_Website
Estonia,EE,EST,2020-08-11,1324820,9.0,2.0,Country_API
France,FR,FRA,2020-08-11,67012883,4971.0,367.0,Country_Website
Hungary,HU,HUN,2020-08-11,9772756,62.0,5.0,JRC
Iceland,IS,ISL,2020-08-11,356991,1.0,1.0,Country_Website
Ireland,IE,IRL,2020-08-11,4904240,14.0,5.0,Country_Website
Italy,IT,ITA,2020-08-11,60359546,850.0,49.0,Country_Github
Latvia,LV,LVA,2020-08-11,1919968,6.0,,Surveillance
Luxembourg,LU,LUX,2020-08-11,613894,44.0,3.0,Country_Website
Netherlands,NL,NLD,2020-08-11,17282163,,42.0,Other Website
Norway,NO,NOR,2020-08-11,5328212,15.0,,Country_API
Poland,PL,POL,2020-08-11,37972812,1985.0,,Country_Website
Portugal,PT,PRT,2020-08-11,10276617,365.0,35.0,Country_Website
Romania,RO,ROU,2020-08-11,19414458,,485.0,Country_Website
Slovakia,SK,SVK,2020-08-11,5450421,41.0,,JRC
Slovenia,SI,SVN,2020-08-11,2080908,23.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-08-11,66647112,965.0,,Country_Website
Austria,AT,AUT,2020-08-10,8858775,116.0,24.0,Country_Website
Belgium,BE,BEL,2020-08-10,11455519,312.0,73.0,Country_Website
Bulgaria,BG,BGR,2020-08-10,7000039,849.0,54.0,External_Github
Croatia,HR,HRV,2020-08-10,4076246,124.0,,Country_Website
Czechia,CZ,CZE,2020-08-10,10649800,112.0,22.0,Country_Website
Denmark,DK,DNK,2020-08-10,5806081,23.0,2.0,Country_Website
Estonia,EE,EST,2020-08-10,1324820,9.0,2.0,Country_API
Finland,FI,FIN,2020-08-10,5517919,5.0,1.0,External_Github
France,FR,FRA,2020-08-10,67012883,5004.0,372.0,Country_Website
Hungary,HU,HUN,2020-08-10,9772756,61.0,6.0,JRC
Iceland,IS,ISL,2020-08-10,356991,2.0,1.0,Country_Website
Ireland,IE,IRL,2020-08-10,4904240,12.0,7.0,Country_Website
Italy,IT,ITA,2020-08-10,60359546,825.0,46.0,Country_Github
Latvia,LV,LVA,2020-08-10,1919968,8.0,,Surveillance
Luxembourg,LU,LUX,2020-08-10,613894,45.0,4.0,Country_Website
Netherlands,NL,NLD,2020-08-10,17282163,,39.0,Other Website
Norway,NO,NOR,2020-08-10,5328212,16.0,,Country_API
Poland,PL,POL,2020-08-10,37972812,1929.0,,Country_Website
Portugal,PT,PRT,2020-08-10,10276617,374.0,29.0,Country_Website
Romania,RO,ROU,2020-08-10,19414458,,476.0,Country_Website
Slovakia,SK,SVK,2020-08-10,5450421,45.0,,JRC
Slovenia,SI,SVN,2020-08-10,2080908,24.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-10,66647112,1012.0,,Country_Website
Austria,AT,AUT,2020-08-09,8858775,121.0,22.0,Country_Website
Belgium,BE,BEL,2020-08-09,11455519,285.0,69.0,Country_Website
Bulgaria,BG,BGR,2020-08-09,7000039,848.0,55.0,External_Github
Croatia,HR,HRV,2020-08-09,4076246,121.0,,Country_Website
Czechia,CZ,CZE,2020-08-09,10649800,107.0,17.0,Country_Website
Denmark,DK,DNK,2020-08-09,5806081,20.0,2.0,Country_Website
Estonia,EE,EST,2020-08-09,1324820,8.0,2.0,Country_API
France,FR,FRA,2020-08-09,67012883,4992.0,368.0,Country_Website
Hungary,HU,HUN,2020-08-09,9772756,73.0,6.0,JRC
Iceland,IS,ISL,2020-08-09,356991,2.0,1.0,Country_Website
Ireland,IE,IRL,2020-08-09,4904240,13.0,6.0,Country_Website
Italy,IT,ITA,2020-08-09,60359546,808.0,45.0,Country_Github
Latvia,LV,LVA,2020-08-09,1919968,7.0,,Surveillance
Luxembourg,LU,LUX,2020-08-09,613894,41.0,6.0,Country_Website
Netherlands,NL,NLD,2020-08-09,17282163,,40.0,Other Website
Poland,PL,POL,2020-08-09,37972812,1930.0,,Country_Website
Portugal,PT,PRT,2020-08-09,10276617,366.0,33.0,Country_Website
Romania,RO,ROU,2020-08-09,19414458,,458.0,Country_Website
Slovakia,SK,SVK,2020-08-09,5450421,43.0,,JRC
Slovenia,SI,SVN,2020-08-09,2080908,24.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-09,66647112,909.0,,Country_Website
Austria,AT,AUT,2020-08-08,8858775,120.0,24.0,Country_Website
Belgium,BE,BEL,2020-08-08,11455519,281.0,67.0,Country_Website
Bulgaria,BG,BGR,2020-08-08,7000039,857.0,55.0,External_Github
Croatia,HR,HRV,2020-08-08,4076246,120.0,,Country_Website
Czechia,CZ,CZE,2020-08-08,10649800,104.0,16.0,Country_Website
Denmark,DK,DNK,2020-08-08,5806081,21.0,2.0,Country_Website
Estonia,EE,EST,2020-08-08,1324820,8.0,2.0,Country_API
France,FR,FRA,2020-08-08,67012883,4981.0,366.0,Country_Website
Hungary,HU,HUN,2020-08-08,9772756,69.0,6.0,JRC
Ireland,IE,IRL,2020-08-08,4904240,12.0,6.0,Country_Website
Italy,IT,ITA,2020-08-08,60359546,814.0,43.0,Country_Github
Latvia,LV,LVA,2020-08-08,1919968,7.0,,Surveillance
Luxembourg,LU,LUX,2020-08-08,613894,47.0,8.0,Country_Website
Netherlands,NL,NLD,2020-08-08,17282163,,35.0,Other Website
Poland,PL,POL,2020-08-08,37972812,1928.0,,Country_Website
Portugal,PT,PRT,2020-08-08,10276617,357.0,33.0,Country_Website
Romania,RO,ROU,2020-08-08,19414458,,448.0,Country_Website
Slovakia,SK,SVK,2020-08-08,5450421,40.0,,JRC
Slovenia,SI,SVN,2020-08-08,2080908,22.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-08-08,66647112,934.0,,Country_Website
Austria,AT,AUT,2020-08-07,8858775,118.0,25.0,Country_Website
Belgium,BE,BEL,2020-08-07,11455519,285.0,69.0,Country_Website
Bulgaria,BG,BGR,2020-08-07,7000039,874.0,47.0,External_Github
Croatia,HR,HRV,2020-08-07,4076246,122.0,,Country_Website
Czechia,CZ,CZE,2020-08-07,10649800,106.0,16.0,Country_Website
Denmark,DK,DNK,2020-08-07,5806081,25.0,2.0,Country_Website
Estonia,EE,EST,2020-08-07,1324820,8.0,1.0,Country_API
Finland,FI,FIN,2020-08-07,5517919,3.0,0.0,External_Github
France,FR,FRA,2020-08-07,67012883,4970.0,359.0,Country_Website
Hungary,HU,HUN,2020-08-07,9772756,72.0,6.0,JRC
Iceland,IS,ISL,2020-08-07,356991,1.0,1.0,Country_Website
Ireland,IE,IRL,2020-08-07,4904240,11.0,5.0,Country_Website
Italy,IT,ITA,2020-08-07,60359546,821.0,42.0,Country_Github
Latvia,LV,LVA,2020-08-07,1919968,5.0,,Surveillance
Luxembourg,LU,LUX,2020-08-07,613894,49.0,8.0,Country_Website
Netherlands,NL,NLD,2020-08-07,17282163,,35.0,Other Website
Norway,NO,NOR,2020-08-07,5328212,15.0,,Country_API
Poland,PL,POL,2020-08-07,37972812,1928.0,,Country_Website
Portugal,PT,PRT,2020-08-07,10276617,356.0,36.0,Country_Website
Romania,RO,ROU,2020-08-07,19414458,,446.0,Country_Website
Slovakia,SK,SVK,2020-08-07,5450421,41.0,,JRC
Slovenia,SI,SVN,2020-08-07,2080908,24.0,4.0,Country_Github
United Kingdom,UK,GBR,2020-08-07,66647112,1013.0,,Country_Website
Austria,AT,AUT,2020-08-06,8858775,117.0,25.0,Country_Website
Belgium,BE,BEL,2020-08-06,11455519,278.0,65.0,Country_Website
Bulgaria,BG,BGR,2020-08-06,7000039,872.0,44.0,External_Github
Croatia,HR,HRV,2020-08-06,4076246,110.0,,Country_Website
Czechia,CZ,CZE,2020-08-06,10649800,106.0,14.0,Country_Website
Denmark,DK,DNK,2020-08-06,5806081,24.0,2.0,Country_Website
Estonia,EE,EST,2020-08-06,1324820,9.0,1.0,Country_API
France,FR,FRA,2020-08-06,67012883,5019.0,366.0,Country_Website
Hungary,HU,HUN,2020-08-06,9772756,74.0,8.0,JRC
Iceland,IS,ISL,2020-08-06,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-08-06,4904240,10.0,5.0,Country_Website
Italy,IT,ITA,2020-08-06,60359546,804.0,42.0,Country_Github
